Q6u,188232528629393352,31575778578998496,3237650997307632,89792932339728,3803641043157936,220989026338047756,220989026338047756,220989026338047756,220989026338047756,38436247287469368,1552190545694304,13892977712160
Q5s,227778171494829480,30613508973180936,3046676977108512,82580010120144,4053361780445184,211757956110456120,211757956110456120,211757956110456120,211757956110456120,36790306259639616,1488029774530752,13368632584896
